ID,Delinquency_Status,Loan_Term,Borrower_Gender,Loan_Purpose,Home_Status,Age_Group,Credit_Score_Range,Income,Loan_Amount
454,1,36 months,Female,Personal,Mortgage,20-25,300-500,79,10000
455,1,36 months,Male,House,Mortgage,20-25,>500,116,15000
456,0,36 months,Male,House,Mortgage,20-25,300-500,27,5000
457,1,36 months,Male,House,Rent,20-25,>500,72,15000
458,1,36 months,Male,Car,Rent,>25,>500,79,15000
459,1,36 months,Female,House,Rent,>25,300-500,24,20000
460,1,36 months,Male,House,Mortgage,>25,>500,87,20000
461,0,60 months,Male,House,Mortgage,>25,>500,25,15000
462,0,36 months,Female,House,Rent,20-25,300-500,115,5000
463,1,36 months,Male,Car,Mortgage,>25,300-500,113,10000
464,1,36 months,Male,Personal,Mortgage,>25,>500,66,10000
465,1,36 months,Female,House,Mortgage,>25,>500,118,25000
466,0,36 months,Female,House,Rent,>25,300-500,74,25000
467,1,36 months,Female,House,Own,20-25,300-500,59,10000
468,0,36 months,Female,House,Mortgage,>25,>500,71,15000
469,1,36 months,Female,Personal,Rent,20-25,300-500,35,15000
470,1,36 months,Female,House,Rent,>25,>500,32,20000
471,1,36 months,Female,House,Mortgage,20-25,>500,49,20000
472,1,36 months,Male,Car,Rent,20-25,300-500,38,25000
473,0,36 months,Male,House,Mortgage,>25,300-500,36,10000
474,1,36 months,Male,House,Rent,>25,>500,82,15000
475,1,36 months,Male,Car,Rent,20-25,300-500,38,10000
476,1,36 months,Male,Car,Own,>25,300-500,111,5000
477,1,36 months,Male,House,Mortgage,20-25,>500,77,10000
478,1,36 months,Female,Personal,Rent,>25,>500,74,5000
479,1,36 months,Male,House,Mortgage,20-25,300-500,109,20000
480,1,36 months,Male,House,Rent,>25,>500,109,20000
481,1,36 months,Female,Personal,Mortgage,>25,>500,81,25000
482,1,36 months,Female,House,Mortgage,20-25,>500,42,10000
483,0,36 months,Female,Other,Rent,20-25,300-500,28,10000
484,1,36 months,Male,House,Mortgage,20-25,300-500,31,5000
485,1,36 months,Male,House,Rent,20-25,300-500,20,20000
486,1,36 months,Male,Other,Rent,>25,300-500,77,5000
487,0,36 months,Female,House,Mortgage,>25,>500,20,20000
488,0,36 months,Female,House,Rent,>25,>500,53,5000
489,1,36 months,Male,House,Mortgage,20-25,>500,115,20000
490,0,36 months,Female,Car,Rent,20-25,300-500,67,5000
491,1,36 months,Male,House,Mortgage,20-25,300-500,108,20000
492,1,36 months,Male,House,Rent,20-25,>500,20,5000
493,1,36 months,Male,Car,Mortgage,>25,>500,35,10000
494,1,36 months,Male,Personal,Mortgage,20-25,>500,80,25000
495,0,36 months,Male,House,Mortgage,>25,>500,83,5000
496,1,36 months,Female,House,Mortgage,>25,300-500,82,25000
497,1,36 months,Male,House,Rent,>25,>500,88,10000
498,0,36 months,Female,Car,Mortgage,>25,>500,41,10000
499,1,36 months,Female,Medical,Rent,>25,>500,112,20000
500,1,36 months,Male,House,Rent,20-25,>500,86,25000
501,1,36 months,Female,Car,Mortgage,>25,300-500,95,15000
502,1,36 months,Male,House,Rent,20-25,300-500,45,20000
503,0,36 months,Male,other,Mortgage,>25,>500,35,25000
504,0,36 months,Male,Car,Mortgage,20-25,>500,70,5000
505,0,36 months,Female,Car,Rent,>25,>500,105,5000
506,1,36 months,Female,Wedding,Rent,20-25,300-500,76,10000
507,1,36 months,Male,Personal,Mortgage,20-25,300-500,48,15000
508,1,36 months,Female,House,Mortgage,20-25,>500,97,5000
509,1,36 months,Male,Other,Mortgage,>25,300-500,111,25000
510,0,36 months,Male,House,Rent,20-25,>500,88,25000
511,0,36 months,Male,House,Mortgage,>25,300-500,66,5000
512,1,36 months,Female,House,Own,>25,>500,113,25000
513,0,60 months,Female,House,Rent,20-25,>500,81,25000
514,1,36 months,Male,Medical,Mortgage,20-25,>500,88,10000
515,1,36 months,Male,Car,Rent,>25,>500,95,15000
516,0,36 months,Male,Personal,Mortgage,20-25,>500,35,10000
517,1,36 months,Male,House,Rent,>25,300-500,109,15000
518,1,36 months,Male,Car,Mortgage,20-25,>500,109,25000
519,1,36 months,Female,Car,Rent,20-25,300-500,67,15000
520,1,36 months,Male,House,Rent,>25,>500,104,25000
521,1,36 months,Female,Car,Rent,>25,>500,58,25000
522,1,36 months,Male,House,Rent,>25,300-500,119,10000
523,0,60 months,Female,Personal,Mortgage,20-25,>500,52,10000
524,1,36 months,Female,Other,Mortgage,>25,300-500,113,20000
525,0,36 months,Male,Medical,Rent,20-25,>500,42,5000
526,0,36 months,Male,House,Own,>25,300-500,29,20000
527,0,36 months,Female,House,Mortgage,20-25,300-500,88,20000
528,1,36 months,Female,Personal,Mortgage,>25,300-500,119,15000
529,0,36 months,Female,House,Mortgage,20-25,300-500,53,25000
530,1,36 months,Male,Car,Mortgage,>25,300-500,71,25000
531,1,36 months,Female,House,Mortgage,>25,>500,114,25000
532,0,36 months,Female,House,Mortgage,>25,300-500,29,5000
533,1,60 months,Female,House,Mortgage,>25,300-500,38,15000
534,1,36 months,Female,House,Rent,20-25,300-500,77,15000
535,1,36 months,Female,Other,Mortgage,20-25,300-500,115,25000
536,1,36 months,Female,House,Rent,20-25,300-500,20,20000
537,0,36 months,Male,House,Mortgage,20-25,300-500,88,5000
538,1,36 months,Male,House,Rent,20-25,300-500,23,20000
539,0,36 months,Male,Car,Mortgage,>25,300-500,35,10000
540,1,36 months,Male,Car,Mortgage,>25,>500,43,15000
541,1,36 months,Male,Personal,Own,20-25,>500,99,15000
542,1,36 months,Male,Personal,Rent,20-25,300-500,21,20000
543,1,36 months,Female,Other,Own,20-25,>500,111,5000
544,1,36 months,Male,House,Mortgage,20-25,300-500,51,15000
545,1,36 months,Female,House,Rent,>25,300-500,110,20000
546,1,36 months,Male,Personal,Rent,20-25,300-500,103,5000
547,0,36 months,Male,House,Mortgage,20-25,>500,43,20000
548,1,36 months,Male,House,Own,>25,300-500,31,5000
549,1,36 months,Male,House,Rent,20-25,>500,69,25000
550,1,36 months,Male,Car,Rent,20-25,>500,54,5000
551,0,36 months,Female,Car,Mortgage,>25,>500,52,10000
552,0,36 months,Female,House,Rent,20-25,300-500,52,25000
553,1,36 months,Female,Personal,Rent,20-25,300-500,80,20000
554,1,36 months,Male,House,Own,20-25,300-500,70,25000
555,1,36 months,Male,House,Mortgage,>25,300-500,62,25000
556,1,36 months,Female,Car,Rent,20-25,300-500,31,20000
557,1,36 months,Male,Personal,Rent,>25,300-500,86,20000
558,1,36 months,Male,Medical,Mortgage,20-25,>500,84,10000
559,0,60 months,Male,House,Mortgage,>25,300-500,52,20000
560,1,36 months,Male,Car,Rent,20-25,300-500,59,15000
561,1,36 months,Female,House,Mortgage,20-25,>500,93,15000
562,1,36 months,Female,House,Rent,>25,300-500,62,10000
563,1,36 months,Female,Personal,Rent,20-25,>500,63,5000
564,0,36 months,Male,Car,Own,20-25,>500,48,5000
565,1,36 months,Male,House,Mortgage,20-25,>500,32,15000
566,1,36 months,Male,House,Rent,20-25,300-500,31,20000
567,1,60 months,Female,House,Mortgage,>25,300-500,114,10000
568,1,36 months,Female,Other,Rent,20-25,300-500,65,5000
569,0,36 months,Female,House,Mortgage,>25,>500,21,5000
570,1,36 months,Female,House,Mortgage,>25,300-500,54,25000
571,0,36 months,Female,House,Mortgage,>25,>500,106,15000
572,1,36 months,Male,House,Rent,20-25,>500,100,20000
573,0,36 months,Female,House,Rent,>25,300-500,109,10000
574,1,36 months,Male,House,Mortgage,20-25,300-500,27,5000
575,1,60 months,Female,House,Mortgage,>25,300-500,112,25000
576,1,36 months,Male,Personal,Rent,20-25,300-500,45,15000
577,1,36 months,Male,House,Own,>25,>500,93,15000
578,1,36 months,Male,House,Rent,>25,>500,109,10000
579,1,36 months,Male,Medical,Rent,>25,300-500,53,5000
580,1,36 months,Male,House,Own,>25,>500,26,10000
581,1,36 months,Male,House,Rent,>25,300-500,87,10000
582,0,36 months,Male,Other,Own,>25,300-500,77,25000
583,1,36 months,Female,House,Mortgage,20-25,300-500,94,15000
584,1,36 months,Male,Other,Own,20-25,300-500,48,20000
585,1,36 months,Male,Other,Mortgage,>25,300-500,55,15000
586,0,36 months,Male,House,Mortgage,>25,300-500,108,15000
587,1,36 months,Male,House,Rent,>25,300-500,40,25000
588,1,36 months,Male,other,Mortgage,>25,300-500,55,20000
589,1,36 months,Male,Car,Mortgage,>25,300-500,29,5000
590,1,36 months,Male,Car,Mortgage,20-25,>500,92,20000
591,0,36 months,Female,House,Mortgage,20-25,300-500,43,5000
592,0,36 months,Male,Car,Own,>25,>500,83,20000
593,0,36 months,Female,Car,Mortgage,>25,>500,118,10000
594,0,36 months,Male,Car,Mortgage,>25,300-500,68,20000
595,0,36 months,Male,Car,Rent,20-25,300-500,118,25000
596,1,36 months,Male,House,Mortgage,>25,300-500,55,5000
597,0,36 months,Male,Other,Rent,20-25,300-500,101,15000
598,1,36 months,Female,House,Mortgage,20-25,300-500,115,25000
599,1,36 months,Male,Car,Mortgage,20-25,>500,43,5000
600,1,36 months,Male,Car,Mortgage,20-25,300-500,42,5000
601,0,36 months,Male,Personal,Rent,20-25,300-500,81,15000
602,1,36 months,Male,House,Mortgage,20-25,300-500,115,10000
603,1,36 months,Female,Car,Rent,20-25,300-500,56,25000
604,0,60 months,Male,House,Rent,20-25,300-500,31,15000
605,1,36 months,Female,House,Rent,20-25,300-500,74,15000
606,0,60 months,Female,House,Rent,20-25,300-500,32,10000
607,0,36 months,Male,House,Rent,20-25,300-500,42,25000
608,0,36 months,Male,Wedding,Mortgage,>25,>500,108,15000
609,1,36 months,Female,House,Mortgage,>25,>500,118,10000
610,1,36 months,Female,House,Rent,20-25,300-500,49,25000
611,1,36 months,Male,Medical,Rent,>25,300-500,36,20000
612,1,36 months,Male,Car,Own,>25,>500,81,5000
613,1,60 months,Male,Car,Rent,20-25,300-500,103,10000
614,1,36 months,Male,Personal,Mortgage,20-25,>500,108,5000
615,1,36 months,Male,other,Mortgage,>25,>500,105,20000
616,1,36 months,Female,House,Mortgage,>25,>500,32,15000
617,0,36 months,Male,Personal,Rent,>25,300-500,78,15000
618,1,36 months,Male,Car,Mortgage,>25,300-500,38,25000
619,0,36 months,Female,House,Rent,>25,>500,68,10000
620,1,36 months,Female,Car,Rent,20-25,300-500,119,10000
621,0,36 months,Male,Other,Mortgage,20-25,>500,31,25000
622,1,36 months,Male,Personal,Rent,20-25,>500,80,5000
623,1,36 months,Male,Car,Mortgage,20-25,300-500,38,15000
624,0,60 months,Female,other,Mortgage,20-25,300-500,95,15000
625,0,36 months,Male,House,Mortgage,20-25,>500,28,10000
626,0,36 months,Female,House,Rent,20-25,300-500,90,10000
627,1,36 months,Female,House,Rent,20-25,>500,47,25000
628,1,36 months,Male,Personal,Own,>25,300-500,97,20000
629,1,36 months,Male,House,Mortgage,>25,>500,114,5000
630,1,36 months,Male,House,Mortgage,>25,>500,71,20000
631,0,36 months,Male,Medical,Mortgage,>25,300-500,102,20000
632,1,36 months,Male,House,Rent,20-25,300-500,35,10000
633,1,36 months,Male,Car,Own,20-25,300-500,88,10000
634,1,36 months,Female,House,Mortgage,20-25,300-500,118,10000
635,0,36 months,Female,House,Mortgage,20-25,>500,31,20000
636,1,36 months,Male,House,Rent,20-25,300-500,44,5000
637,0,36 months,Male,Car,Rent,20-25,300-500,71,10000
638,1,36 months,Female,House,Rent,20-25,>500,104,15000
639,1,36 months,Male,House,Mortgage,20-25,300-500,119,5000
640,1,36 months,Female,House,Own,20-25,300-500,72,15000
641,1,36 months,Male,House,Mortgage,20-25,>500,42,5000
642,0,36 months,Female,House,Mortgage,20-25,>500,35,10000
643,0,36 months,Female,House,Mortgage,20-25,>500,76,25000
644,0,36 months,Male,Personal,Rent,20-25,>500,58,10000
645,1,60 months,Male,House,Rent,>25,300-500,72,20000
646,1,36 months,Male,Car,Mortgage,>25,300-500,61,20000
647,0,60 months,Female,House,Rent,>25,>500,77,5000
648,1,36 months,Male,Car,Rent,>25,300-500,58,20000
649,0,36 months,Male,other,Mortgage,>25,300-500,33,10000
650,1,36 months,Male,Wedding,Rent,20-25,300-500,114,15000
651,1,36 months,Male,Car,Mortgage,20-25,300-500,24,10000
652,1,36 months,Male,Car,Mortgage,>25,>500,54,5000
653,1,36 months,Male,House,Rent,>25,>500,106,20000
654,1,36 months,Male,House,Rent,20-25,300-500,112,15000
655,1,36 months,Male,House,Mortgage,20-25,>500,94,25000
656,1,36 months,Female,House,Mortgage,20-25,>500,37,15000
657,1,36 months,Male,Car,Rent,>25,>500,95,15000
658,1,36 months,Female,other,Own,20-25,300-500,28,10000
659,1,60 months,Male,Personal,Mortgage,>25,300-500,93,25000
660,1,36 months,Female,House,Mortgage,20-25,300-500,77,5000
661,1,36 months,Female,House,Mortgage,20-25,>500,36,5000
662,1,36 months,Female,House,Mortgage,>25,300-500,26,15000
663,1,36 months,Male,House,Rent,20-25,300-500,65,15000
664,1,36 months,Male,House,Own,>25,300-500,32,20000
665,1,36 months,Female,House,Mortgage,20-25,300-500,59,25000
666,0,36 months,Female,Personal,Rent,>25,300-500,61,15000
667,1,36 months,Female,House,Rent,20-25,300-500,28,20000
668,0,36 months,Male,House,Mortgage,20-25,>500,69,25000
669,0,36 months,Female,House,Own,>25,300-500,46,5000
670,1,36 months,Male,Personal,Own,>25,>500,85,20000
671,1,36 months,Male,House,Rent,20-25,300-500,24,25000
672,0,36 months,Male,Car,Rent,20-25,300-500,48,20000
673,0,36 months,Male,House,Mortgage,20-25,300-500,56,15000
674,1,36 months,Male,House,Mortgage,20-25,300-500,57,10000
675,1,36 months,Male,Other,Mortgage,20-25,>500,102,5000
676,0,36 months,Male,House,Rent,>25,>500,27,15000
677,1,36 months,Male,House,Mortgage,>25,300-500,84,15000
678,0,36 months,Male,House,Rent,>25,>500,105,25000
679,1,36 months,Male,House,Rent,>25,300-500,36,20000
680,1,36 months,Female,House,Mortgage,>25,>500,90,5000
681,1,36 months,Female,House,Rent,>25,>500,108,15000
682,0,36 months,Male,Medical,Rent,20-25,>500,64,25000
683,0,36 months,Male,House,Rent,>25,>500,23,5000
684,1,36 months,Male,House,Rent,20-25,300-500,55,20000
685,0,36 months,Female,Car,Mortgage,>25,>500,89,15000
686,0,60 months,Female,House,Mortgage,20-25,>500,50,15000
687,0,36 months,Male,House,Rent,>25,300-500,38,15000
688,1,60 months,Male,Medical,Rent,>25,>500,80,5000
689,1,36 months,Male,House,Rent,>25,>500,73,5000
690,1,36 months,Female,Car,Mortgage,20-25,300-500,58,5000
691,1,36 months,Female,House,Mortgage,>25,>500,110,5000
692,1,36 months,Female,Car,Mortgage,20-25,300-500,93,25000
693,1,36 months,Female,Car,Mortgage,>25,300-500,109,10000
694,0,36 months,Female,House,Rent,20-25,>500,38,25000
695,1,60 months,Male,Other,Rent,>25,>500,58,15000
696,1,36 months,Male,House,Rent,>25,300-500,86,25000
697,1,36 months,Male,House,Mortgage,20-25,>500,64,20000
698,1,36 months,Female,House,Rent,>25,>500,32,5000
699,1,36 months,Female,House,Own,>25,300-500,111,20000
700,1,36 months,Female,House,Mortgage,>25,300-500,77,20000
701,1,60 months,Male,Other,Mortgage,20-25,300-500,39,15000
702,0,36 months,Male,House,Rent,>25,>500,111,5000
703,0,36 months,Male,House,Mortgage,20-25,300-500,91,20000
704,0,36 months,Male,Car,Rent,>25,>500,80,15000
705,1,36 months,Male,House,Mortgage,20-25,300-500,58,5000
706,1,36 months,Female,House,Mortgage,20-25,>500,20,10000
707,1,36 months,Female,Car,Rent,>25,300-500,22,15000
708,1,36 months,Male,House,Mortgage,>25,>500,96,25000
709,0,36 months,Female,House,Mortgage,>25,300-500,111,5000
710,1,36 months,Male,House,Mortgage,>25,>500,81,20000
711,0,36 months,Male,House,Mortgage,20-25,>500,82,20000
712,0,36 months,Female,House,Mortgage,20-25,>500,44,25000
713,1,60 months,Female,House,Mortgage,20-25,>500,75,25000
714,1,60 months,Female,Car,Rent,20-25,>500,52,20000
715,1,36 months,Male,Other,Mortgage,20-25,>500,57,5000
716,1,36 months,Female,Personal,Mortgage,20-25,300-500,25,15000
717,1,36 months,Male,House,Mortgage,>25,>500,77,25000
718,1,36 months,Female,House,Mortgage,>25,300-500,63,25000
719,1,36 months,Male,House,Mortgage,>25,>500,64,25000
720,0,60 months,Male,Other,Mortgage,20-25,>500,51,10000
721,1,36 months,Male,Personal,Mortgage,>25,300-500,64,5000
722,1,36 months,Female,House,Mortgage,20-25,300-500,80,5000
723,1,36 months,Male,House,Rent,20-25,>500,66,5000
724,1,36 months,Female,Car,Mortgage,20-25,>500,40,5000
725,1,36 months,Male,Personal,Rent,20-25,300-500,99,5000
726,1,36 months,Female,Car,Rent,20-25,300-500,104,20000
727,1,36 months,Male,House,Mortgage,20-25,>500,94,25000
728,0,36 months,Male,House,Mortgage,20-25,300-500,55,20000
729,0,36 months,Female,House,Mortgage,>25,>500,118,10000
730,1,36 months,Female,Car,Rent,>25,300-500,38,15000
731,1,36 months,Female,House,Rent,>25,300-500,39,25000
732,1,36 months,Male,House,Rent,>25,300-500,76,10000
733,0,36 months,Female,Car,Rent,20-25,300-500,37,20000
734,0,36 months,Female,House,Mortgage,20-25,>500,66,15000
735,1,36 months,Male,House,Mortgage,20-25,300-500,68,10000
736,0,36 months,Male,Car,Rent,20-25,>500,33,15000
737,1,36 months,Male,Other,Mortgage,>25,>500,34,10000
738,1,36 months,Male,Personal,Mortgage,20-25,300-500,50,20000
739,1,36 months,Female,House,Rent,20-25,>500,20,15000
740,1,36 months,Male,House,Rent,20-25,>500,73,10000
741,1,36 months,Male,Medical,Rent,>25,>500,22,20000
742,1,36 months,Female,House,Mortgage,>25,300-500,35,25000
743,0,36 months,Female,House,Rent,20-25,300-500,106,20000
744,0,36 months,Female,Wedding,Mortgage,20-25,300-500,76,20000
745,1,36 months,Female,House,Rent,20-25,300-500,94,25000
746,1,36 months,Male,Personal,Rent,>25,300-500,31,20000
747,0,60 months,Male,House,Mortgage,20-25,>500,93,25000
748,1,60 months,Female,Car,Mortgage,>25,300-500,115,25000
749,0,36 months,Male,House,Mortgage,20-25,300-500,35,25000
750,1,36 months,Female,House,Mortgage,20-25,>500,91,10000
751,1,36 months,Female,Car,Mortgage,20-25,300-500,95,15000
752,0,36 months,Male,Other,Rent,20-25,>500,43,10000
753,1,36 months,Male,House,Own,>25,300-500,47,25000
754,0,36 months,Male,Car,Mortgage,>25,300-500,27,15000
755,1,36 months,Female,House,Own,20-25,>500,111,15000
756,1,36 months,Female,House,Own,20-25,>500,55,25000
757,0,36 months,Male,Car,Mortgage,20-25,300-500,109,15000
758,0,36 months,Male,House,Rent,20-25,>500,27,15000
759,1,36 months,Male,Car,Rent,>25,>500,77,10000
760,1,36 months,Male,House,Rent,20-25,300-500,79,15000
761,1,36 months,Male,Other,Mortgage,20-25,300-500,69,25000
762,1,36 months,Female,House,Rent,20-25,>500,47,5000
763,0,36 months,Male,House,Rent,20-25,>500,111,5000
764,0,36 months,Female,Medical,Rent,>25,>500,60,5000
765,0,36 months,Female,House,Rent,>25,300-500,119,25000
766,1,36 months,Male,House,Mortgage,20-25,>500,83,5000
767,0,36 months,Male,House,Rent,20-25,>500,46,10000
768,0,36 months,Male,Car,Rent,20-25,>500,82,25000
769,0,36 months,Male,Car,Rent,>25,300-500,36,25000
770,1,36 months,Female,House,Rent,20-25,300-500,92,25000
771,1,60 months,Male,Medical,Mortgage,20-25,300-500,52,15000
772,1,36 months,Female,House,Mortgage,>25,300-500,103,15000
773,0,36 months,Male,House,Rent,>25,>500,96,15000
774,0,36 months,Male,House,Mortgage,>25,300-500,111,20000
775,0,36 months,Male,Car,Mortgage,20-25,>500,48,10000
776,1,36 months,Female,House,Rent,>25,300-500,32,25000
777,0,36 months,Female,House,Rent,>25,300-500,65,25000
778,0,36 months,Male,House,Rent,20-25,300-500,54,15000
779,1,36 months,Male,House,Rent,>25,>500,25,25000
780,1,36 months,Male,Wedding,Mortgage,20-25,300-500,101,25000
781,1,60 months,Female,Other,Rent,20-25,300-500,88,5000
782,1,36 months,Male,House,Mortgage,>25,300-500,66,25000
783,1,36 months,Male,House,Mortgage,20-25,>500,44,20000
784,0,36 months,Female,House,Rent,>25,300-500,85,15000
785,1,36 months,Male,Car,Mortgage,>25,300-500,29,10000
786,1,36 months,Male,House,Rent,>25,>500,75,10000
787,1,36 months,Female,House,Rent,20-25,>500,49,5000
788,1,36 months,Male,Personal,Rent,>25,300-500,24,10000
789,1,36 months,Female,Car,Rent,>25,300-500,52,10000
790,1,36 months,Male,Car,Rent,20-25,>500,84,15000
791,1,36 months,Female,House,Mortgage,20-25,300-500,37,15000
792,1,36 months,Female,House,Mortgage,>25,>500,115,20000
793,0,36 months,Male,Wedding,Rent,20-25,300-500,68,5000
794,0,36 months,Female,House,Rent,20-25,300-500,30,10000
795,1,60 months,Male,House,Rent,20-25,>500,104,20000
796,1,36 months,Male,House,Rent,>25,>500,45,5000
797,1,36 months,Male,Medical,Rent,>25,300-500,82,10000
798,1,36 months,Male,House,Mortgage,>25,300-500,108,10000
799,0,36 months,Female,House,Rent,>25,>500,105,15000
800,0,36 months,Female,House,Rent,20-25,>500,78,25000
801,1,36 months,Male,House,Rent,>25,>500,46,5000
802,1,36 months,Male,House,Rent,20-25,>500,68,10000
803,1,36 months,Female,House,Mortgage,20-25,300-500,96,5000
804,1,36 months,Female,Car,Mortgage,>25,300-500,52,20000
805,1,36 months,Female,House,Mortgage,>25,>500,117,20000
806,0,36 months,Male,House,Rent,20-25,300-500,118,25000
807,0,36 months,Male,House,Rent,20-25,300-500,20,10000
808,1,36 months,Male,House,Mortgage,20-25,300-500,40,15000
809,1,36 months,Female,House,Mortgage,>25,300-500,74,10000
810,0,36 months,Male,House,Rent,>25,>500,25,5000
811,1,36 months,Female,Car,Rent,20-25,300-500,111,20000
812,1,36 months,Female,Car,Own,20-25,300-500,100,5000
